id,text,original_text,created_at,author_id,keyword,source,sentiment,polarity,subjectivity,confidence,emotion,word_count,like_count,retweet_count,hour,day_of_week,date,is_weekend,cluster
sample_210,Normal evening at home tonight.,Normal evening at home tonight.,2025-06-30 07:02:44.952717301,user_10,life,sample_data,Neutral,0.15,0.6499999999999999,0.85,neutral,5,6,0,7,Monday,2025-06-30,False,3
sample_211,Another sleepless night ahead of me 😕,Another sleepless night ahead of me 😕,2025-06-30 07:11:09.373067592,user_11,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,7,2,1,7,Monday,2025-06-30,False,0
sample_212,Regular coffee meeting this afternoon Just saying.,Regular coffee meeting this afternoon Just saying.,2025-06-30 07:19:33.793417884,user_12,life,sample_data,Neutral,0.0,0.07692307692307693,1.0,neutral,7,6,0,7,Monday,2025-06-30,False,0
sample_213,"Beautiful sunset tonight, life is good! 🌅 Today was good.","Beautiful sunset tonight, life is good! 🌅 Today was good.",2025-06-30 07:27:58.213768176,user_13,day,sample_data,Positive,0.8083333333333332,0.7333333333333334,0.8083333333333332,neutral,10,12,1,7,Monday,2025-06-30,False,2
sample_214,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-30 07:36:22.634118468,user_14,life,sample_data,Neutral,0.0,0.0,1.0,neutral,6,6,1,7,Monday,2025-06-30,False,0
sample_215,Just going with the flow today.,Just going with the flow today.,2025-06-30 07:44:47.054468760,user_15,today,sample_data,Neutral,0.0,0.0,1.0,neutral,6,1,0,7,Monday,2025-06-30,False,0
sample_216,"Met up with old friends today, such a perfect day! 😊 🙂","Met up with old friends today, such a perfect day! 😊 🙂",2025-06-30 07:53:11.474819052,user_16,mood,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,12,6,2,7,Monday,2025-06-30,False,4
sample_217,"Accomplished so much today, feeling proud! 🏆!","Accomplished so much today, feeling proud! 🏆!",2025-06-30 08:01:35.895169344,user_17,life,sample_data,Positive,0.4666666666666666,0.5666666666666667,0.4666666666666666,neutral,7,5,3,8,Monday,2025-06-30,False,4
sample_218,Just had the most amazing coffee this morning! ☀️ 🙂,Just had the most amazing coffee this morning! ☀️ 🙂,2025-06-30 08:10:00.315519636,user_18,today,sample_data,Positive,0.625,0.7,0.625,joy,10,9,3,8,Monday,2025-06-30,False,1
sample_219,Just had the most amazing coffee this morning! ☀️ Today was good.,Just had the most amazing coffee this morning! ☀️ Today was good.,2025-06-30 08:18:24.735869928,user_19,life,sample_data,Positive,0.65,0.6666666666666666,0.65,joy,12,7,4,8,Monday,2025-06-30,False,1
sample_220,Just had the most amazing coffee this morning! ☀️ 🙂,Just had the most amazing coffee this morning! ☀️ 🙂,2025-06-30 08:26:49.156220220,user_20,mood,sample_data,Positive,0.625,0.7,0.625,joy,10,8,4,8,Monday,2025-06-30,False,1
sample_221,Finally finished that project I've been working on! 🎉 🙂,Finally finished that project I've been working on! 🎉 🙂,2025-06-30 08:35:13.576570512,user_21,day,sample_data,Neutral,0.0,1.0,1.0,neutral,10,8,2,8,Monday,2025-06-30,False,3
sample_222,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-30 08:43:37.996920804,user_22,life,sample_data,Neutral,0.0,0.0,1.0,neutral,6,6,1,8,Monday,2025-06-30,False,0
sample_223,Really struggling to find motivation lately...,Really struggling to find motivation lately...,2025-06-30 08:52:02.417271095,user_23,mood,sample_data,Neutral,-0.04999999999999999,0.4,0.95,neutral,6,4,2,8,Monday,2025-06-30,False,0
sample_224,This weather is really getting me down Not my best day.,This weather is really getting me down Not my best day.,2025-06-30 09:00:26.837621387,user_24,today,sample_data,Positive,0.34814814814814815,0.262962962962963,0.34814814814814815,sadness,11,3,2,9,Monday,2025-06-30,False,4
sample_225,This weather is really getting me down Not my best day.,This weather is really getting me down Not my best day.,2025-06-30 09:08:51.257971679,user_25,day,sample_data,Positive,0.34814814814814815,0.262962962962963,0.34814814814814815,sadness,11,4,0,9,Monday,2025-06-30,False,4
sample_226,Weekend vibes are hitting different today! 🌟 Today was good.,Weekend vibes are hitting different today! 🌟 Today was good.,2025-06-30 09:17:15.678321971,user_26,today,sample_data,Positive,0.35,0.6000000000000001,0.35,neutral,10,5,0,9,Monday,2025-06-30,False,4
sample_227,"Got some great news today, feeling so blessed! ✨ 🙂","Got some great news today, feeling so blessed! ✨ 🙂",2025-06-30 09:25:40.098672263,user_27,life,sample_data,Positive,1.0,0.75,1.0,joy,10,12,5,9,Monday,2025-06-30,False,1
sample_228,Nothing beats a good workout to start the day! 💪 Today was good.,Nothing beats a good workout to start the day! 💪 Today was good.,2025-06-30 09:34:04.519022555,user_28,life,sample_data,Positive,0.7875,0.6000000000000001,0.7875,neutral,13,8,1,9,Monday,2025-06-30,False,2
sample_229,Feeling disconnected from everyone lately...,Feeling disconnected from everyone lately...,2025-06-30 09:42:28.939372847,user_29,feeling,sample_data,Negative,-0.3,0.6,0.3,neutral,5,1,2,9,Monday,2025-06-30,False,4
sample_230,Finally finished that project I've been working on! 🎉!,Finally finished that project I've been working on! 🎉!,2025-06-30 09:50:53.359723139,user_30,today,sample_data,Neutral,0.0,1.0,1.0,neutral,9,8,2,9,Monday,2025-06-30,False,3
sample_231,Nothing beats a good workout to start the day! 💪 🙂,Nothing beats a good workout to start the day! 💪 🙂,2025-06-30 09:59:17.780073431,user_31,day,sample_data,Positive,0.875,0.6000000000000001,0.875,neutral,11,4,0,9,Monday,2025-06-30,False,2
sample_232,Sometimes the little things make me the happiest 💝 Today was good.,Sometimes the little things make me the happiest 💝 Today was good.,2025-06-30 10:07:42.200423723,user_32,mood,sample_data,Positive,0.25625,0.55,0.25625,neutral,12,10,2,10,Monday,2025-06-30,False,1
sample_233,"Met up with old friends today, such a perfect day! 😊 Feeling blessed.","Met up with old friends today, such a perfect day! 😊 Feeling blessed.",2025-06-30 10:16:06.620774015,user_33,today,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,13,5,1,10,Monday,2025-06-30,False,4
sample_234,Going through my usual routine today Moving on.,Going through my usual routine today Moving on.,2025-06-30 10:24:31.041124306,user_34,today,sample_data,Negative,-0.25,0.25,0.25,neutral,8,4,4,10,Monday,2025-06-30,False,4
sample_235,Just going with the flow today Moving on.,Just going with the flow today Moving on.,2025-06-30 10:32:55.461474598,user_35,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,8,1,1,10,Monday,2025-06-30,False,0
sample_236,Going through my usual routine today That's life.,Going through my usual routine today That's life.,2025-06-30 10:41:19.881824890,user_36,today,sample_data,Negative,-0.25,0.25,0.25,neutral,8,6,0,10,Monday,2025-06-30,False,4
sample_237,"Met up with old friends today, such a perfect day! 😊!","Met up with old friends today, such a perfect day! 😊!",2025-06-30 10:49:44.302175182,user_37,life,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,11,10,2,10,Monday,2025-06-30,False,1
sample_238,This weather is really getting me down 😕,This weather is really getting me down 😕,2025-06-30 10:58:08.722525474,user_38,life,sample_data,Neutral,0.022222222222222213,0.24444444444444446,0.9777777777777777,sadness,8,1,0,10,Monday,2025-06-30,False,0
sample_239,"Standard Tuesday, same as always.","Standard Tuesday, same as always.",2025-06-30 11:06:33.142875766,user_39,life,sample_data,Neutral,0.0,0.0625,1.0,neutral,5,4,0,11,Monday,2025-06-30,False,0
sample_240,Weather looks okay for the weekend.,Weather looks okay for the weekend.,2025-06-30 11:14:57.563226058,user_40,life,sample_data,Positive,0.5,0.5,0.5,neutral,6,2,2,11,Monday,2025-06-30,False,4
sample_241,Finally finished that project I've been working on! 🎉 Feeling blessed.,Finally finished that project I've been working on! 🎉 Feeling blessed.,2025-06-30 11:23:21.983576350,user_41,mood,sample_data,Neutral,0.0,1.0,1.0,gratitude,11,13,3,11,Monday,2025-06-30,False,1
sample_242,"Got some great news today, feeling so blessed! ✨ Today was good.","Got some great news today, feeling so blessed! ✨ Today was good.",2025-06-30 11:31:46.403926642,user_42,life,sample_data,Positive,0.85,0.675,0.85,joy,12,3,2,11,Monday,2025-06-30,False,2
sample_243,"Met up with old friends today, such a perfect day! 😊 🙂","Met up with old friends today, such a perfect day! 😊 🙂",2025-06-30 11:40:10.824276934,user_43,today,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,12,8,1,11,Monday,2025-06-30,False,4
sample_244,Feeling incredibly grateful for my family today 💕 Feeling blessed.,Feeling incredibly grateful for my family today 💕 Feeling blessed.,2025-06-30 11:48:35.244627226,user_44,life,sample_data,Positive,0.9,0.9,0.9,gratitude,10,5,2,11,Monday,2025-06-30,False,2
sample_245,Just going with the flow today That's life.,Just going with the flow today That's life.,2025-06-30 11:56:59.664977517,user_45,mood,sample_data,Neutral,0.0,0.0,1.0,neutral,8,8,2,11,Monday,2025-06-30,False,0
sample_246,Sometimes the little things make me the happiest 💝 🙂,Sometimes the little things make me the happiest 💝 🙂,2025-06-30 12:05:24.085327809,user_46,today,sample_data,Neutral,-0.1875,0.5,0.8125,neutral,10,11,2,12,Monday,2025-06-30,False,3
sample_247,Going through my usual routine today Just saying.,Going through my usual routine today Just saying.,2025-06-30 12:13:48.505678101,user_47,life,sample_data,Negative,-0.25,0.25,0.25,neutral,8,2,0,12,Monday,2025-06-30,False,4
sample_248,"Just checking in, hope everyone's well Just saying.","Just checking in, hope everyone's well Just saying.",2025-06-30 12:22:12.926028393,user_48,feeling,sample_data,Neutral,0.0,0.0,1.0,neutral,8,3,0,12,Monday,2025-06-30,False,0
sample_249,Normal evening at home tonight That's life.,Normal evening at home tonight That's life.,2025-06-30 12:30:37.346378685,user_49,mood,sample_data,Neutral,0.15,0.6499999999999999,0.85,neutral,7,4,0,12,Monday,2025-06-30,False,3
sample_250,Finally finished that project I've been working on! 🎉!,Finally finished that project I've been working on! 🎉!,2025-06-30 12:39:01.766728977,user_50,feeling,sample_data,Neutral,0.0,1.0,1.0,neutral,9,9,4,12,Monday,2025-06-30,False,1
sample_251,Feeling overwhelmed with everything going on...,Feeling overwhelmed with everything going on...,2025-06-30 12:47:26.187079269,user_51,mood,sample_data,Neutral,0.0,0.0,1.0,neutral,6,2,2,12,Monday,2025-06-30,False,0
sample_252,Regular coffee meeting this afternoon.,Regular coffee meeting this afternoon.,2025-06-30 12:55:50.607429561,user_52,life,sample_data,Neutral,0.0,0.07692307692307693,1.0,neutral,5,7,0,12,Monday,2025-06-30,False,0
sample_253,When will things start looking up? 😞 Not my best day.,When will things start looking up? 😞 Not my best day.,2025-06-30 13:04:15.027779853,user_53,life,sample_data,Positive,1.0,0.3,1.0,neutral,11,7,0,13,Monday,2025-06-30,False,2
sample_254,Just had the most amazing coffee this morning! ☀️ 🙂,Just had the most amazing coffee this morning! ☀️ 🙂,2025-06-30 13:12:39.448130145,user_54,day,sample_data,Positive,0.625,0.7,0.625,joy,10,8,2,13,Monday,2025-06-30,False,1
sample_255,"Beautiful sunset tonight, life is good! 🌅 🙂","Beautiful sunset tonight, life is good! 🌅 🙂",2025-06-30 13:21:03.868480437,user_55,mood,sample_data,Positive,0.8625,0.8,0.8625,neutral,8,7,2,13,Monday,2025-06-30,False,2
sample_256,Weekend vibes are hitting different today! 🌟 🙂,Weekend vibes are hitting different today! 🌟 🙂,2025-06-30 13:29:28.288830728,user_56,day,sample_data,Neutral,0.0,0.6,1.0,neutral,8,7,1,13,Monday,2025-06-30,False,3
sample_257,This weather is really getting me down Not my best day.,This weather is really getting me down Not my best day.,2025-06-30 13:37:52.709181020,user_57,mood,sample_data,Positive,0.34814814814814815,0.262962962962963,0.34814814814814815,sadness,11,3,0,13,Monday,2025-06-30,False,4
sample_258,Going through my usual routine today.,Going through my usual routine today.,2025-06-30 13:46:17.129531312,user_58,feeling,sample_data,Negative,-0.25,0.25,0.25,neutral,6,5,1,13,Monday,2025-06-30,False,4
sample_259,Work has been incredibly stressful this week Not my best day.,Work has been incredibly stressful this week Not my best day.,2025-06-30 13:54:41.549881604,user_59,mood,sample_data,Positive,0.95,0.6,0.95,neutral,11,3,1,13,Monday,2025-06-30,False,2
sample_260,"Standard Tuesday, same as always Just saying.","Standard Tuesday, same as always Just saying.",2025-06-30 14:03:05.970231896,user_60,feeling,sample_data,Neutral,0.0,0.0625,1.0,neutral,7,7,1,14,Monday,2025-06-30,False,0
sample_261,Feeling disconnected from everyone lately...,Feeling disconnected from everyone lately...,2025-06-30 14:11:30.390582188,user_61,life,sample_data,Negative,-0.3,0.6,0.3,neutral,5,6,1,14,Monday,2025-06-30,False,4
sample_262,"Just checking in, hope everyone's well Just saying.","Just checking in, hope everyone's well Just saying.",2025-06-30 14:19:54.810932480,user_62,life,sample_data,Neutral,0.0,0.0,1.0,neutral,8,3,1,14,Monday,2025-06-30,False,0
sample_263,"Beautiful sunset tonight, life is good! 🌅 Today was good.","Beautiful sunset tonight, life is good! 🌅 Today was good.",2025-06-30 14:28:19.231282772,user_63,feeling,sample_data,Positive,0.8083333333333332,0.7333333333333334,0.8083333333333332,neutral,10,10,5,14,Monday,2025-06-30,False,1
sample_264,Going through my usual routine today Just saying.,Going through my usual routine today Just saying.,2025-06-30 14:36:43.651633064,user_64,day,sample_data,Negative,-0.25,0.25,0.25,neutral,8,2,0,14,Monday,2025-06-30,False,4
sample_265,This weather is really getting me down Hope tomorrow is better.,This weather is really getting me down Hope tomorrow is better.,2025-06-30 14:45:08.071983356,user_65,life,sample_data,Neutral,0.18148148148148147,0.32962962962962966,0.8185185185185185,sadness,11,1,1,14,Monday,2025-06-30,False,0
sample_266,"Met up with old friends today, such a perfect day! 😊 🙂","Met up with old friends today, such a perfect day! 😊 🙂",2025-06-30 14:53:32.492333648,user_66,today,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,12,6,2,14,Monday,2025-06-30,False,4
sample_267,Nothing beats a good workout to start the day! 💪!,Nothing beats a good workout to start the day! 💪!,2025-06-30 15:01:56.912683939,user_67,today,sample_data,Positive,1.0,0.6000000000000001,1.0,neutral,10,3,3,15,Monday,2025-06-30,False,2
sample_268,Weekend vibes are hitting different today! 🌟!,Weekend vibes are hitting different today! 🌟!,2025-06-30 15:10:21.333034231,user_68,feeling,sample_data,Neutral,0.0,0.6,1.0,neutral,7,5,1,15,Monday,2025-06-30,False,3
sample_269,Feeling overwhelmed with everything going on Hope tomorrow is better.,Feeling overwhelmed with everything going on Hope tomorrow is better.,2025-06-30 15:18:45.753384523,user_69,mood,sample_data,Positive,0.5,0.5,0.5,neutral,10,2,1,15,Monday,2025-06-30,False,4
sample_270,Weather looks okay for the weekend That's life.,Weather looks okay for the weekend That's life.,2025-06-30 15:27:10.173734815,user_70,feeling,sample_data,Positive,0.5,0.5,0.5,neutral,8,3,1,15,Monday,2025-06-30,False,4
sample_271,Normal evening at home tonight.,Normal evening at home tonight.,2025-06-30 15:35:34.594085107,user_71,life,sample_data,Neutral,0.15,0.6499999999999999,0.85,neutral,5,8,1,15,Monday,2025-06-30,False,3
sample_272,Sometimes the little things make me the happiest 💝!,Sometimes the little things make me the happiest 💝!,2025-06-30 15:43:59.014435399,user_72,life,sample_data,Negative,-0.234375,0.5,0.234375,neutral,9,4,6,15,Monday,2025-06-30,False,1
sample_273,Going through my usual routine today Just saying.,Going through my usual routine today Just saying.,2025-06-30 15:52:23.434785691,user_73,today,sample_data,Negative,-0.25,0.25,0.25,neutral,8,8,2,15,Monday,2025-06-30,False,4
sample_274,Normal evening at home tonight.,Normal evening at home tonight.,2025-06-30 16:00:47.855135983,user_74,mood,sample_data,Neutral,0.15,0.6499999999999999,0.85,neutral,5,7,1,16,Monday,2025-06-30,False,3
sample_275,"Met up with old friends today, such a perfect day! 😊 🙂","Met up with old friends today, such a perfect day! 😊 🙂",2025-06-30 16:09:12.275486275,user_75,mood,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,12,12,4,16,Monday,2025-06-30,False,1
sample_276,This weather is really getting me down Hope tomorrow is better.,This weather is really getting me down Hope tomorrow is better.,2025-06-30 16:17:36.695836567,user_76,feeling,sample_data,Neutral,0.18148148148148147,0.32962962962962966,0.8185185185185185,sadness,11,7,1,16,Monday,2025-06-30,False,3
sample_277,Weather looks okay for the weekend.,Weather looks okay for the weekend.,2025-06-30 16:26:01.116186859,user_77,today,sample_data,Positive,0.5,0.5,0.5,neutral,6,2,0,16,Monday,2025-06-30,False,4
sample_278,Sometimes the little things make me the happiest 💝 Today was good.,Sometimes the little things make me the happiest 💝 Today was good.,2025-06-30 16:34:25.536537150,user_78,today,sample_data,Positive,0.25625,0.55,0.25625,neutral,12,8,1,16,Monday,2025-06-30,False,4
sample_279,Sometimes the little things make me the happiest 💝!,Sometimes the little things make me the happiest 💝!,2025-06-30 16:42:49.956887442,user_79,day,sample_data,Negative,-0.234375,0.5,0.234375,neutral,9,8,1,16,Monday,2025-06-30,False,4
sample_280,Weather looks okay for the weekend.,Weather looks okay for the weekend.,2025-06-30 16:51:14.377237734,user_80,mood,sample_data,Positive,0.5,0.5,0.5,neutral,6,4,2,16,Monday,2025-06-30,False,4
sample_281,Weather looks okay for the weekend Just saying.,Weather looks okay for the weekend Just saying.,2025-06-30 16:59:38.797588026,user_81,today,sample_data,Positive,0.5,0.5,0.5,neutral,8,4,0,16,Monday,2025-06-30,False,4
sample_282,"Another day, another dollar as they say Just saying.","Another day, another dollar as they say Just saying.",2025-06-30 17:08:03.217938318,user_82,today,sample_data,Neutral,0.0,0.0,1.0,neutral,9,2,0,17,Monday,2025-06-30,False,0
sample_283,Weather looks okay for the weekend Just saying.,Weather looks okay for the weekend Just saying.,2025-06-30 17:16:27.638288610,user_83,today,sample_data,Positive,0.5,0.5,0.5,neutral,8,8,0,17,Monday,2025-06-30,False,4
sample_284,When will things start looking up? 😞 Not my best day.,When will things start looking up? 😞 Not my best day.,2025-06-30 17:24:52.058638902,user_84,mood,sample_data,Positive,1.0,0.3,1.0,neutral,11,5,0,17,Monday,2025-06-30,False,2
sample_285,Sometimes the little things make me the happiest 💝!,Sometimes the little things make me the happiest 💝!,2025-06-30 17:33:16.478989194,user_85,day,sample_data,Negative,-0.234375,0.5,0.234375,neutral,9,7,2,17,Monday,2025-06-30,False,4
sample_286,Just another typical Monday morning.,Just another typical Monday morning.,2025-06-30 17:41:40.899339486,user_86,mood,sample_data,Neutral,-0.16666666666666666,0.5,0.8333333333333334,neutral,5,5,2,17,Monday,2025-06-30,False,3
sample_287,Feeling overwhelmed with everything going on Not my best day.,Feeling overwhelmed with everything going on Not my best day.,2025-06-30 17:50:05.319689778,user_87,mood,sample_data,Positive,1.0,0.3,1.0,neutral,10,2,0,17,Monday,2025-06-30,False,2
sample_288,Weekend vibes are hitting different today! 🌟!,Weekend vibes are hitting different today! 🌟!,2025-06-30 17:58:29.740040070,user_88,life,sample_data,Neutral,0.0,0.6,1.0,neutral,7,11,1,17,Monday,2025-06-30,False,3
sample_289,Feeling disconnected from everyone lately 😕,Feeling disconnected from everyone lately 😕,2025-06-30 18:06:54.160390361,user_89,day,sample_data,Negative,-0.3,0.6,0.3,neutral,6,2,3,18,Monday,2025-06-30,False,4
sample_290,"Got some great news today, feeling so blessed! ✨ Feeling blessed.","Got some great news today, feeling so blessed! ✨ Feeling blessed.",2025-06-30 18:15:18.580740653,user_90,mood,sample_data,Positive,1.0,0.75,1.0,joy,11,8,3,18,Monday,2025-06-30,False,2
sample_291,Nothing beats a good workout to start the day! 💪 Today was good.,Nothing beats a good workout to start the day! 💪 Today was good.,2025-06-30 18:23:43.001090945,user_91,mood,sample_data,Positive,0.7875,0.6000000000000001,0.7875,neutral,13,13,3,18,Monday,2025-06-30,False,1
sample_292,Weather looks okay for the weekend Moving on.,Weather looks okay for the weekend Moving on.,2025-06-30 18:32:07.421441237,user_92,mood,sample_data,Positive,0.5,0.5,0.5,neutral,8,1,1,18,Monday,2025-06-30,False,4
sample_293,Sometimes the little things make me the happiest 💝!,Sometimes the little things make me the happiest 💝!,2025-06-30 18:40:31.841791529,user_93,feeling,sample_data,Negative,-0.234375,0.5,0.234375,neutral,9,5,1,18,Monday,2025-06-30,False,4
sample_294,Really struggling to find motivation lately Hope tomorrow is better.,Really struggling to find motivation lately Hope tomorrow is better.,2025-06-30 18:48:56.262141821,user_94,mood,sample_data,Neutral,0.13333333333333333,0.43333333333333335,0.8666666666666667,neutral,10,1,1,18,Monday,2025-06-30,False,0
sample_295,Weekend vibes are hitting different today! 🌟 Today was good.,Weekend vibes are hitting different today! 🌟 Today was good.,2025-06-30 18:57:20.682492113,user_95,feeling,sample_data,Positive,0.35,0.6000000000000001,0.35,neutral,10,8,5,18,Monday,2025-06-30,False,1
sample_296,Feeling incredibly grateful for my family today 💕 🙂,Feeling incredibly grateful for my family today 💕 🙂,2025-06-30 19:05:45.102842405,user_96,mood,sample_data,Positive,0.9,0.9,0.9,gratitude,9,9,1,19,Monday,2025-06-30,False,2
sample_297,Feeling overwhelmed with everything going on Not my best day.,Feeling overwhelmed with everything going on Not my best day.,2025-06-30 19:14:09.523192697,user_97,feeling,sample_data,Positive,1.0,0.3,1.0,neutral,10,0,1,19,Monday,2025-06-30,False,2
sample_298,Regular coffee meeting this afternoon Moving on.,Regular coffee meeting this afternoon Moving on.,2025-06-30 19:22:33.943542989,user_98,day,sample_data,Neutral,0.0,0.07692307692307693,1.0,neutral,7,2,0,19,Monday,2025-06-30,False,0
sample_299,Sometimes the little things make me the happiest 💝 🙂,Sometimes the little things make me the happiest 💝 🙂,2025-06-30 19:30:58.363893281,user_99,feeling,sample_data,Neutral,-0.1875,0.5,0.8125,neutral,10,6,2,19,Monday,2025-06-30,False,3
sample_300,"Beautiful sunset tonight, life is good! 🌅 Feeling blessed.","Beautiful sunset tonight, life is good! 🌅 Feeling blessed.",2025-06-30 19:39:22.784243572,user_0,life,sample_data,Positive,0.8625,0.8,0.8625,gratitude,9,5,0,19,Monday,2025-06-30,False,2
sample_301,"Another day, another dollar as they say Moving on.","Another day, another dollar as they say Moving on.",2025-06-30 19:47:47.204593864,user_1,life,sample_data,Neutral,0.0,0.0,1.0,neutral,9,3,0,19,Monday,2025-06-30,False,0
sample_302,Finally finished that project I've been working on! 🎉 Feeling blessed.,Finally finished that project I've been working on! 🎉 Feeling blessed.,2025-06-30 19:56:11.624944156,user_2,life,sample_data,Neutral,0.0,1.0,1.0,gratitude,11,10,2,19,Monday,2025-06-30,False,3
sample_303,"Got some great news today, feeling so blessed! ✨ Today was good.","Got some great news today, feeling so blessed! ✨ Today was good.",2025-06-30 20:04:36.045294448,user_3,mood,sample_data,Positive,0.85,0.675,0.85,joy,12,7,1,20,Monday,2025-06-30,False,2
sample_304,Normal evening at home tonight.,Normal evening at home tonight.,2025-06-30 20:13:00.465644740,user_4,feeling,sample_data,Neutral,0.15,0.6499999999999999,0.85,neutral,5,4,1,20,Monday,2025-06-30,False,3
sample_305,"Accomplished so much today, feeling proud! 🏆 🙂","Accomplished so much today, feeling proud! 🏆 🙂",2025-06-30 20:21:24.885995032,user_5,today,sample_data,Positive,0.4666666666666666,0.5666666666666667,0.4666666666666666,neutral,8,6,1,20,Monday,2025-06-30,False,4
sample_306,Sometimes the little things make me the happiest 💝 🙂,Sometimes the little things make me the happiest 💝 🙂,2025-06-30 20:29:49.306345324,user_6,mood,sample_data,Neutral,-0.1875,0.5,0.8125,neutral,10,14,6,20,Monday,2025-06-30,False,1
sample_307,This weather is really getting me down 😕,This weather is really getting me down 😕,2025-06-30 20:38:13.726695616,user_7,mood,sample_data,Neutral,0.022222222222222213,0.24444444444444446,0.9777777777777777,sadness,8,4,2,20,Monday,2025-06-30,False,0
sample_308,Feeling incredibly grateful for my family today 💕 Today was good.,Feeling incredibly grateful for my family today 💕 Today was good.,2025-06-30 20:46:38.147045908,user_8,mood,sample_data,Positive,0.8,0.75,0.8,gratitude,11,9,0,20,Monday,2025-06-30,False,2
sample_309,Just another typical Monday morning Just saying.,Just another typical Monday morning Just saying.,2025-06-30 20:55:02.567396200,user_9,today,sample_data,Neutral,-0.16666666666666666,0.5,0.8333333333333334,neutral,7,2,0,20,Monday,2025-06-30,False,0
sample_310,"Accomplished so much today, feeling proud! 🏆 Today was good.","Accomplished so much today, feeling proud! 🏆 Today was good.",2025-06-30 21:03:26.987746492,user_10,day,sample_data,Positive,0.5249999999999999,0.575,0.5249999999999999,neutral,10,6,3,21,Monday,2025-06-30,False,1
sample_311,Just had the most amazing coffee this morning! ☀️!,Just had the most amazing coffee this morning! ☀️!,2025-06-30 21:11:51.408096783,user_11,life,sample_data,Positive,0.71875,0.7,0.71875,joy,9,3,1,21,Monday,2025-06-30,False,2
sample_312,Finally finished that project I've been working on! 🎉 Feeling blessed.,Finally finished that project I've been working on! 🎉 Feeling blessed.,2025-06-30 21:20:15.828447075,user_12,mood,sample_data,Neutral,0.0,1.0,1.0,gratitude,11,4,1,21,Monday,2025-06-30,False,3
sample_313,"Beautiful sunset tonight, life is good! 🌅 Today was good.","Beautiful sunset tonight, life is good! 🌅 Today was good.",2025-06-30 21:28:40.248797367,user_13,today,sample_data,Positive,0.8083333333333332,0.7333333333333334,0.8083333333333332,neutral,10,11,0,21,Monday,2025-06-30,False,2
sample_314,"Standard Tuesday, same as always That's life.","Standard Tuesday, same as always That's life.",2025-06-30 21:37:04.669147659,user_14,feeling,sample_data,Neutral,0.0,0.0625,1.0,neutral,7,2,2,21,Monday,2025-06-30,False,0
sample_315,"Met up with old friends today, such a perfect day! 😊!","Met up with old friends today, such a perfect day! 😊!",2025-06-30 21:45:29.089497951,user_15,feeling,sample_data,Positive,0.3666666666666667,0.5666666666666667,0.3666666666666667,joy,11,10,2,21,Monday,2025-06-30,False,1
sample_316,When will things start looking up? 😞 Hope tomorrow is better.,When will things start looking up? 😞 Hope tomorrow is better.,2025-06-30 21:53:53.509848243,user_16,mood,sample_data,Positive,0.5,0.5,0.5,neutral,11,2,1,21,Monday,2025-06-30,False,4
sample_317,"Regular day at the office, nothing special Moving on.","Regular day at the office, nothing special Moving on.",2025-06-30 22:02:17.930198535,user_17,mood,sample_data,Neutral,0.17857142857142858,0.32417582417582413,0.8214285714285714,neutral,9,3,2,22,Monday,2025-06-30,False,0
sample_318,"Standard Tuesday, same as always Just saying.","Standard Tuesday, same as always Just saying.",2025-06-30 22:10:42.350548827,user_18,today,sample_data,Neutral,0.0,0.0625,1.0,neutral,7,6,3,22,Monday,2025-06-30,False,0
sample_319,Regular coffee meeting this afternoon That's life.,Regular coffee meeting this afternoon That's life.,2025-06-30 22:19:06.770899119,user_19,feeling,sample_data,Neutral,0.0,0.07692307692307693,1.0,neutral,7,1,2,22,Monday,2025-06-30,False,0
sample_320,Just had the most amazing coffee this morning! ☀️ 🙂,Just had the most amazing coffee this morning! ☀️ 🙂,2025-06-30 22:27:31.191249411,user_20,today,sample_data,Positive,0.625,0.7,0.625,joy,10,6,2,22,Monday,2025-06-30,False,2
sample_321,This weather is really getting me down...,This weather is really getting me down...,2025-06-30 22:35:55.611599703,user_21,day,sample_data,Neutral,0.022222222222222213,0.24444444444444446,0.9777777777777777,sadness,7,4,0,22,Monday,2025-06-30,False,0
sample_322,Just had the most amazing coffee this morning! ☀️ Today was good.,Just had the most amazing coffee this morning! ☀️ Today was good.,2025-06-30 22:44:20.031949995,user_22,mood,sample_data,Positive,0.65,0.6666666666666666,0.65,joy,12,9,1,22,Monday,2025-06-30,False,2
sample_323,Regular coffee meeting this afternoon Just saying.,Regular coffee meeting this afternoon Just saying.,2025-06-30 22:52:44.452300286,user_23,feeling,sample_data,Neutral,0.0,0.07692307692307693,1.0,neutral,7,7,3,22,Monday,2025-06-30,False,0
